Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2000Q1,0.0465764,1631.915
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2000Q1,0.0405294,969.871
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2000Q1,0.0437726,1874.043
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2000Q1,0.1304531,4557.710
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2000Q1,0.0852997,3542.991
High level industry groups,Public administration and safety,SG01RSC02B01C08,2000Q1,0.0380925,1330.757
High level industry groups,Education and training,SG01RSC02B01C09,2000Q1,0.0427293,1914.803
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2000Q1,0.0471970,2011.866
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2000Q1,0.0341907,1341.185
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2000Q1,0.0696322,2649.299
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2000Q2,0.0775310,2570.692
High level industry groups,Mining,SG01RSC02B01A02,2000Q2,0.0115317,651.450
High level industry groups,Manufacturing,SG01RSC02B01B01,2000Q2,0.1550423,5080.394
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2000Q2,0.0264470,1299.251
High level industry groups,Construction,SG01RSC02B01B03,2000Q2,0.0428795,1892.427
High level industry groups,Wholesale trade,SG01RSC02B01C01,2000Q2,0.0552525,2391.536
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2000Q2,0.0639422,2294.158
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2000Q2,0.0442037,1643.324
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2000Q2,0.0404036,1005.883
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2000Q2,0.0449775,1890.428
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2000Q2,0.1271116,4578.462
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2000Q2,0.0806321,3449.934
High level industry groups,Public administration and safety,SG01RSC02B01C08,2000Q2,0.0375948,1332.550
High level industry groups,Education and training,SG01RSC02B01C09,2000Q2,0.0422775,1928.776
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2000Q2,0.0476538,2023.357
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2000Q2,0.0340601,1332.402
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2000Q2,0.0684593,2619.889
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2000Q3,0.0775310,2678.041
High level industry groups,Mining,SG01RSC02B01A02,2000Q3,0.0115317,675.587
High level industry groups,Manufacturing,SG01RSC02B01B01,2000Q3,0.1550423,5167.861
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2000Q3,0.0264470,1288.355
High level industry groups,Construction,SG01RSC02B01B03,2000Q3,0.0428795,1870.440
High level industry groups,Wholesale trade,SG01RSC02B01C01,2000Q3,0.0552525,2265.498
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2000Q3,0.0639422,2310.681
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2000Q3,0.0442037,1637.407
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2000Q3,0.0404036,1016.064
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2000Q3,0.0449775,1909.251
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2000Q3,0.1271116,4623.243
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2000Q3,0.0806321,3489.287
High level industry groups,Public administration and safety,SG01RSC02B01C08,2000Q3,0.0375948,1323.884
High level industry groups,Education and training,SG01RSC02B01C09,2000Q3,0.0422775,1942.064
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2000Q3,0.0476538,2078.261
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2000Q3,0.0340601,1325.250
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2000Q3,0.0684593,2632.613
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2000Q4,0.0775310,2668.751
High level industry groups,Mining,SG01RSC02B01A02,2000Q4,0.0115317,708.095
High level industry groups,Manufacturing,SG01RSC02B01B01,2000Q4,0.1550423,5240.701
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2000Q4,0.0264470,1277.730
High level industry groups,Construction,SG01RSC02B01B03,2000Q4,0.0428795,1786.309
High level industry groups,Wholesale trade,SG01RSC02B01C01,2000Q4,0.0552525,2247.567
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2000Q4,0.0639422,2332.315
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2000Q4,0.0442037,1662.016
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2000Q4,0.0404036,1019.704
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2000Q4,0.0449775,1910.755
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2000Q4,0.1271116,4665.250
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2000Q4,0.0806321,3475.417
High level industry groups,Public administration and safety,SG01RSC02B01C08,2000Q4,0.0375948,1339.074
High level industry groups,Education and training,SG01RSC02B01C09,2000Q4,0.0422775,1954.667
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2000Q4,0.0476538,2110.044
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2000Q4,0.0340601,1347.873
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2000Q4,0.0684593,2610.453
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2001Q1,0.0775310,2636.644
High level industry groups,Mining,SG01RSC02B01A02,2001Q1,0.0115317,684.007
High level industry groups,Manufacturing,SG01RSC02B01B01,2001Q1,0.1550423,5128.958
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2001Q1,0.0264470,1260.222
High level industry groups,Construction,SG01RSC02B01B03,2001Q1,0.0428795,1766.310
High level industry groups,Wholesale trade,SG01RSC02B01C01,2001Q1,0.0552525,2282.481
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2001Q1,0.0639422,2335.869
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2001Q1,0.0442037,1659.673
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2001Q1,0.0404036,1062.749
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2001Q1,0.0449775,1909.748
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2001Q1,0.1271116,4725.500
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2001Q1,0.0806321,3543.365
High level industry groups,Public administration and safety,SG01RSC02B01C08,2001Q1,0.0375948,1364.423
High level industry groups,Education and training,SG01RSC02B01C09,2001Q1,0.0422775,1966.586
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2001Q1,0.0476538,2120.481
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2001Q1,0.0340601,1385.598
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2001Q1,0.0684593,2610.903
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2001Q2,0.0798153,2637.309
High level industry groups,Mining,SG01RSC02B01A02,2001Q2,0.0110532,660.636
High level industry groups,Manufacturing,SG01RSC02B01B01,2001Q2,0.1518974,5266.325
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2001Q2,0.0255396,1267.180
High level industry groups,Construction,SG01RSC02B01B03,2001Q2,0.0426094,1869.317
High level industry groups,Wholesale trade,SG01RSC02B01C01,2001Q2,0.0577452,2328.015
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2001Q2,0.0672119,2364.620
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2001Q2,0.0436019,1708.006
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2001Q2,0.0388094,1076.392
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2001Q2,0.0458866,1910.246
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2001Q2,0.1234799,4778.432
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2001Q2,0.0835011,3623.566
High level industry groups,Public administration and safety,SG01RSC02B01C08,2001Q2,0.0372431,1374.780
High level industry groups,Education and training,SG01RSC02B01C09,2001Q2,0.0404569,1982.207
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2001Q2,0.0479433,2097.177
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2001Q2,0.0353047,1424.355
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2001Q2,0.0679010,2678.028
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2001Q3,0.0798153,2610.240
High level industry groups,Mining,SG01RSC02B01A02,2001Q3,0.0110532,672.489
High level industry groups,Manufacturing,SG01RSC02B01B01,2001Q3,0.1518974,5222.886
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2001Q3,0.0255396,1194.444
High level industry groups,Construction,SG01RSC02B01B03,2001Q3,0.0426094,1854.331
High level industry groups,Wholesale trade,SG01RSC02B01C01,2001Q3,0.0577452,2463.827
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2001Q3,0.0672119,2379.012
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2001Q3,0.0436019,1724.798
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2001Q3,0.0388094,1085.728
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2001Q3,0.0458866,1920.786
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2001Q3,0.1234799,4853.953
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2001Q3,0.0835011,3711.384
High level industry groups,Public administration and safety,SG01RSC02B01C08,2001Q3,0.0372431,1350.855
High level industry groups,Education and training,SG01RSC02B01C09,2001Q3,0.0404569,2001.505
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2001Q3,0.0479433,2117.824
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2001Q3,0.0353047,1456.728
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2001Q3,0.0679010,2686.276
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2001Q4,0.0798153,2567.028
High level industry groups,Mining,SG01RSC02B01A02,2001Q4,0.0110532,632.811
High level industry groups,Manufacturing,SG01RSC02B01B01,2001Q4,0.1518974,5214.860
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2001Q4,0.0255396,1222.098
High level industry groups,Construction,SG01RSC02B01B03,2001Q4,0.0426094,1984.583
High level industry groups,Wholesale trade,SG01RSC02B01C01,2001Q4,0.0577452,2504.843
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2001Q4,0.0672119,2410.544
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2001Q4,0.0436019,1691.543
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2001Q4,0.0388094,1100.134
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2001Q4,0.0458866,1926.168
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2001Q4,0.1234799,4915.004
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2001Q4,0.0835011,3892.212
High level industry groups,Public administration and safety,SG01RSC02B01C08,2001Q4,0.0372431,1355.849
High level industry groups,Education and training,SG01RSC02B01C09,2001Q4,0.0404569,2024.478
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2001Q4,0.0479433,2146.588
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2001Q4,0.0353047,1482.061
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2001Q4,0.0679010,2753.615
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2002Q1,0.0798153,2597.316
High level industry groups,Mining,SG01RSC02B01A02,2002Q1,0.0110532,591.468
High level industry groups,Manufacturing,SG01RSC02B01B01,2002Q1,0.1518974,5212.582
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2002Q1,0.0255396,1267.960
High level industry groups,Construction,SG01RSC02B01B03,2002Q1,0.0426094,1900.963
High level industry groups,Wholesale trade,SG01RSC02B01C01,2002Q1,0.0577452,2516.441
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2002Q1,0.0672119,2459.924
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2002Q1,0.0436019,1787.292
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2002Q1,0.0388094,1116.956
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2002Q1,0.0458866,1918.159
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2002Q1,0.1234799,5003.964
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2002Q1,0.0835011,3940.317
High level industry groups,Public administration and safety,SG01RSC02B01C08,2002Q1,0.0372431,1377.130
High level industry groups,Education and training,SG01RSC02B01C09,2002Q1,0.0404569,2051.124
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2002Q1,0.0479433,2143.589
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2002Q1,0.0353047,1500.031
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2002Q1,0.0679010,2766.776
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2002Q2,0.0585303,2578.362
High level industry groups,Mining,SG01RSC02B01A02,2002Q2,0.0109249,695.543
High level industry groups,Manufacturing,SG01RSC02B01B01,2002Q2,0.1555182,5460.574
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2002Q2,0.0273595,1279.710
High level industry groups,Construction,SG01RSC02B01B03,2002Q2,0.0447755,1925.697
High level industry groups,Wholesale trade,SG01RSC02B01C01,2002Q2,0.0536983,2539.579
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2002Q2,0.0688193,2493.642
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2002Q2,0.0453389,1750.168
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2002Q2,0.0403776,1131.929
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2002Q2,0.0475668,1943.634
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2002Q2,0.1263239,5110.907
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2002Q2,0.0861684,3987.952
High level industry groups,Public administration and safety,SG01RSC02B01C08,2002Q2,0.0372738,1416.130
High level industry groups,Education and training,SG01RSC02B01C09,2002Q2,0.0410768,2079.937
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2002Q2,0.0487203,2145.833
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2002Q2,0.0367038,1525.306
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2002Q2,0.0708237,2804.137
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2002Q3,0.0585303,2535.242
High level industry groups,Mining,SG01RSC02B01A02,2002Q3,0.0109249,644.222
High level industry groups,Manufacturing,SG01RSC02B01B01,2002Q3,0.1555182,5709.317
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2002Q3,0.0273595,1324.887
High level industry groups,Construction,SG01RSC02B01B03,2002Q3,0.0447755,2054.803
High level industry groups,Wholesale trade,SG01RSC02B01C01,2002Q3,0.0536983,2292.125
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2002Q3,0.0688193,2515.338
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2002Q3,0.0453389,1786.840
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2002Q3,0.0403776,1146.050
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2002Q3,0.0475668,1968.065
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2002Q3,0.1263239,5152.647
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2002Q3,0.0861684,3968.158
High level industry groups,Public administration and safety,SG01RSC02B01C08,2002Q3,0.0372738,1437.608
High level industry groups,Education and training,SG01RSC02B01C09,2002Q3,0.0410768,2114.449
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2002Q3,0.0487203,2162.832
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2002Q3,0.0367038,1551.456
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2002Q3,0.0708237,2904.455
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2002Q4,0.0585303,2588.197
High level industry groups,Mining,SG01RSC02B01A02,2002Q4,0.0109249,652.350
High level industry groups,Manufacturing,SG01RSC02B01B01,2002Q4,0.1555182,5672.457
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2002Q4,0.0273595,1352.473
High level industry groups,Construction,SG01RSC02B01B03,2002Q4,0.0447755,2096.075
High level industry groups,Wholesale trade,SG01RSC02B01C01,2002Q4,0.0536983,2155.492
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2002Q4,0.0688193,2526.898
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2002Q4,0.0453389,1814.851
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2002Q4,0.0403776,1157.060
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2002Q4,0.0475668,2005.295
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2002Q4,0.1263239,5202.768
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2002Q4,0.0861684,4022.862
High level industry groups,Public administration and safety,SG01RSC02B01C08,2002Q4,0.0372738,1423.756
High level industry groups,Education and training,SG01RSC02B01C09,2002Q4,0.0410768,2154.658
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2002Q4,0.0487203,2175.206
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2002Q4,0.0367038,1543.805
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2002Q4,0.0708237,2950.125
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2003Q1,0.0585303,2614.116
High level industry groups,Mining,SG01RSC02B01A02,2003Q1,0.0109249,633.464
High level industry groups,Manufacturing,SG01RSC02B01B01,2003Q1,0.1555182,5754.322
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2003Q1,0.0273595,1316.239
High level industry groups,Construction,SG01RSC02B01B03,2003Q1,0.0447755,2137.202
High level industry groups,Wholesale trade,SG01RSC02B01C01,2003Q1,0.0536983,2138.004
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2003Q1,0.0688193,2536.549
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2003Q1,0.0453389,1809.036
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2003Q1,0.0403776,1187.552
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2003Q1,0.0475668,2046.423
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2003Q1,0.1263239,5263.784
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2003Q1,0.0861684,4105.116
High level industry groups,Public administration and safety,SG01RSC02B01C08,2003Q1,0.0372738,1424.171
High level industry groups,Education and training,SG01RSC02B01C09,2003Q1,0.0410768,2200.560
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2003Q1,0.0487203,2204.053
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2003Q1,0.0367038,1564.884
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2003Q1,0.0708237,2984.712
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2003Q2,0.0572902,2708.683
High level industry groups,Mining,SG01RSC02B01A02,2003Q2,0.0091646,577.225
High level industry groups,Manufacturing,SG01RSC02B01B01,2003Q2,0.1471781,5703.991
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2003Q2,0.0291378,1288.288
High level industry groups,Construction,SG01RSC02B01B03,2003Q2,0.0471000,2119.600
High level industry groups,Wholesale trade,SG01RSC02B01C01,2003Q2,0.0548928,2177.907
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2003Q2,0.0694367,2572.064
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2003Q2,0.0455759,1803.766
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2003Q2,0.0397875,1171.790
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2003Q2,0.0504427,2090.494
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2003Q2,0.1278889,5333.915
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2003Q2,0.0858460,4072.378
High level industry groups,Public administration and safety,SG01RSC02B01C08,2003Q2,0.0367477,1437.424
High level industry groups,Education and training,SG01RSC02B01C09,2003Q2,0.0418274,2240.719
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2003Q2,0.0497887,2257.835
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2003Q2,0.0368190,1593.674
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2003Q2,0.0710760,3052.308
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2003Q3,0.0572902,2871.423
High level industry groups,Mining,SG01RSC02B01A02,2003Q3,0.0091646,600.397
High level industry groups,Manufacturing,SG01RSC02B01B01,2003Q3,0.1471781,5778.889
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2003Q3,0.0291378,1356.362
High level industry groups,Construction,SG01RSC02B01B03,2003Q3,0.0471000,2245.942
High level industry groups,Wholesale trade,SG01RSC02B01C01,2003Q3,0.0548928,2266.720
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2003Q3,0.0694367,2620.236
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2003Q3,0.0455759,1804.838
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2003Q3,0.0397875,1224.765
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2003Q3,0.0504427,2136.317
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2003Q3,0.1278889,5405.535
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2003Q3,0.0858460,4078.140
High level industry groups,Public administration and safety,SG01RSC02B01C08,2003Q3,0.0367477,1475.907
High level industry groups,Education and training,SG01RSC02B01C09,2003Q3,0.0418274,2269.263
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2003Q3,0.0497887,2297.751
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2003Q3,0.0368190,1607.951
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2003Q3,0.0710760,3100.343
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2003Q4,0.0572902,2906.977
High level industry groups,Mining,SG01RSC02B01A02,2003Q4,0.0091646,527.205
High level industry groups,Manufacturing,SG01RSC02B01B01,2003Q4,0.1471781,5812.472
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2003Q4,0.0291378,1384.475
High level industry groups,Construction,SG01RSC02B01B03,2003Q4,0.0471000,2249.887
High level industry groups,Wholesale trade,SG01RSC02B01C01,2003Q4,0.0548928,2342.270
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2003Q4,0.0694367,2671.691
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2003Q4,0.0455759,1871.838
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2003Q4,0.0397875,1214.509
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2003Q4,0.0504427,2176.384
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2003Q4,0.1278889,5461.841
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2003Q4,0.0858460,4089.514
High level industry groups,Public administration and safety,SG01RSC02B01C08,2003Q4,0.0367477,1521.088
High level industry groups,Education and training,SG01RSC02B01C09,2003Q4,0.0418274,2286.197
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2003Q4,0.0497887,2306.376
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2003Q4,0.0368190,1643.794
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2003Q4,0.0710760,3150.704
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2004Q1,0.0572902,2922.310
High level industry groups,Mining,SG01RSC02B01A02,2004Q1,0.0091646,577.408
High level industry groups,Manufacturing,SG01RSC02B01B01,2004Q1,0.1471781,6002.978
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2004Q1,0.0291378,1413.311
High level industry groups,Construction,SG01RSC02B01B03,2004Q1,0.0471000,2300.581
High level industry groups,Wholesale trade,SG01RSC02B01C01,2004Q1,0.0548928,2400.636
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2004Q1,0.0694367,2713.843
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2004Q1,0.0455759,1901.349
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2004Q1,0.0397875,1220.221
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2004Q1,0.0504427,2237.475
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2004Q1,0.1278889,5497.785
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2004Q1,0.0858460,4146.107
High level industry groups,Public administration and safety,SG01RSC02B01C08,2004Q1,0.0367477,1540.654
High level industry groups,Education and training,SG01RSC02B01C09,2004Q1,0.0418274,2291.527
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2004Q1,0.0497887,2370.191
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2004Q1,0.0368190,1667.007
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2004Q1,0.0710760,3226.184
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2004Q2,0.0536584,2872.282
High level industry groups,Mining,SG01RSC02B01A02,2004Q2,0.0099164,597.227
High level industry groups,Manufacturing,SG01RSC02B01B01,2004Q2,0.1455639,5955.750
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2004Q2,0.0282182,1380.107
High level industry groups,Construction,SG01RSC02B01B03,2004Q2,0.0518223,2462.957
High level industry groups,Wholesale trade,SG01RSC02B01C01,2004Q2,0.0533618,2437.684
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2004Q2,0.0682155,2741.222
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2004Q2,0.0462901,1944.933
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2004Q2,0.0380300,1229.368
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2004Q2,0.0504845,2282.613
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2004Q2,0.1291075,5545.081
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2004Q2,0.0864359,4125.511
High level industry groups,Public administration and safety,SG01RSC02B01C08,2004Q2,0.0373256,1585.579
High level industry groups,Education and training,SG01RSC02B01C09,2004Q2,0.0424717,2291.175
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2004Q2,0.0512439,2347.393
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2004Q2,0.0359405,1665.171
